Execution_code,Repo,Message,time
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- The user is in org or the email is not correct: 2737622","1607851647.470698"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 369732","1607851647.470786"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 470760","1607851647.470933"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-AI","	- The user is in org or the email is not correct: 2657311","1607851647.471124"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-CI","	- Branch already exists: 1677321","1607851647.471269"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- The user is in org or the email is not correct: 2697322","1607851647.677001"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- The user is in org or the email is not correct: 4667320","1607851647.677189"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-ME","	- Branch already exists: 277698","1607851647.929591"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- Branch already exists: 468733","1607851647.929763"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-CI","	- The user is in org or the email is not correct: 267739","1607851647.930174"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- Branch already exists: 2697310","1607851647.930451"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- The user is in org or the email is not correct: 466734","1607851647.930626"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-IL","	- The user is in org or the email is not correct: 373763","1607851647.930704"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-OE","	- Branch already exists: 179698","1607851647.930791"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- Branch already exists: 466734","1607851647.930896"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-CI","	- Branch already exists: 1677322","1607851647.930979"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- Branch already exists: 1687316","1607851647.931114"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-NE","	- Branch already exists: 1786915","1607851647.931199"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- Branch already exists: 276697","1607851647.931281"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 470761","1607851647.931364"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- Branch already exists: 1727610","1607851647.931451"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 4717619","1607851647.931558"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- Branch already exists: 272766","1607851647.931632"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- The user is in org or the email is not correct: 1657311","1607851647.931727"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 3657318","1607851647.931845"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- The user is in org or the email is not correct: 2687310","1607851647.931929"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 372763","1607851647.932025"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- The user is in org or the email is not correct: 273769","1607851647.932124"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- The user is in org or the email is not correct: 269739","1607851647.932211"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- Branch already exists: 2687310","1607851647.932295"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- The user is in org or the email is not correct: 2687311","1607851647.932376"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-OE","	- The user is in org or the email is not correct: 179697","1607851647.932488"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- The user is in org or the email is not correct: 172769","1607851647.932569"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- The user is in org or the email is not correct: 2717621","1607851647.932655"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-BI","	- The user is in org or the email is not correct: 1667315","1607851647.932745"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-GL","	- Branch already exists: 1717615","1607851647.932855"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 365734","1607851647.932939"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-BI","	- The user is in org or the email is not correct: 266737","1607851647.933017"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 271762","1607851647.933093"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- Branch already exists: 1657311","1607851647.933177"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- Branch already exists: 2766920","1607851647.933283"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 365732","1607851647.933417"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 4707618","1607851648.34981"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 4717616","1607851648.350203"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- The user is in org or the email is not correct: 3727622","1607851648.350409"
"1607851628.079133","No repo","	I'm waiting and searching main branch","1607851648.350506"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 4707621","1607851648.353377"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 3657321","1607851648.3539"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- Branch already exists: 2727611","1607851648.801804"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727610","1607851648.802026"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-IL","	- Branch already exists: 3737622","1607851648.802143"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- Branch already exists: 2727622","1607851648.802298"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727622","1607851648.802559"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727615","1607851648.802681"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 4717620","1607851648.802782"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- Branch already exists: 272760","1607851648.802889"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727614","1607851648.802968"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- Branch already exists: 269739","1607851648.804441"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-FL","	- The user is in org or the email is not correct: 2707614","1607851648.804533"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 470763","1607851648.804632"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- The user is in org or the email is not correct: 1687316","1607851648.804711"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- Branch already exists: 2697311","1607851648.804787"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 365733","1607851648.804876"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 470766","1607851648.922799"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 372765","1607851648.923263"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 372764","1607851648.923374"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- Branch already exists: 2687311","1607851648.923476"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- Branch already exists: 2737612","1607851648.924187"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- Branch already exists: 466737","1607851648.924302"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-LE","	- Branch already exists: 1766916","1607851648.924449"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- The user is in org or the email is not correct: 370769","1607851648.924582"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- Branch already exists: 1707618","1607851648.924695"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 365735","1607851648.924802"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- Branch already exists: 1687318","1607851648.924909"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- The user is in org or the email is not correct: 1687315","1607851648.925001"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- Branch already exists: 1707617","1607851648.925099"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-NE","	- The user is in org or the email is not correct: 1786915","1607851648.925199"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- Branch already exists: 3677310","1607851648.925307"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-AI","	- The user is in org or the email is not correct: 2657312","1607851648.925419"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- Branch already exists: 468735","1607851648.925551"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- The user is in org or the email is not correct: 1727617","1607851648.926095"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- The user is in org or the email is not correct: 1707616","1607851648.926176"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- The user is in org or the email is not correct: 372764","1607851648.927598"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- Branch already exists: 467733","1607851648.927705"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- Branch already exists: 2806910","1607851648.927774"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- Branch already exists: 2687312","1607851648.927849"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- The user is in org or the email is not correct: 1707617","1607851648.92791"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- The user is in org or the email is not correct: 3677310","1607851648.92797"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 365735","1607851648.92803"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-AI","	- Branch already exists: 2657312","1607851648.928104"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- Branch already exists: 1776912","1607851648.92823"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- The user is in org or the email is not correct: 3707611","1607851648.928307"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- Branch already exists: 1657313","1607851648.92837"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- The user is in org or the email is not correct: 470764","1607851648.928426"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- The user is in org or the email is not correct: 2737610","1607851648.928598"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-IL","	- The user is in org or the email is not correct: 1737616","1607851648.92868"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- The user is in org or the email is not correct: 2717612","1607851648.92877"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 3697315","1607851648.929195"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 369735","1607851648.929347"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-OE","	- Branch already exists: 1796915","1607851648.929476"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-NE","	- The user is in org or the email is not correct: 1786922","1607851648.929581"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- Branch already exists: 3707615","1607851648.9297"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- The user is in org or the email is not correct: 1657321","1607851648.929799"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- The user is in org or the email is not correct: 2687317","1607851648.929923"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- Branch already exists: 4667315","1607851648.930036"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 3727613","1607851648.93016"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- Branch already exists: 2806918","1607851648.930243"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 4707611","1607851648.930328"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 3697313","1607851648.930399"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- The user is in org or the email is not correct: 3677319","1607851648.930565"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- Branch already exists: 1776918","1607851648.930677"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 3697314","1607851648.930769"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-OE","	- The user is in org or the email is not correct: 1796914","1607851648.930853"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 3727614","1607851648.930943"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- Branch already exists: 3677321","1607851648.931031"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-BI","	- The user is in org or the email is not correct: 2667314","1607851648.931124"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- The user is in org or the email is not correct: 4667312","1607851648.931221"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-AI","	- The user is in org or the email is not correct: 2657315","1607851648.931309"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-ME","	- The user is in org or the email is not correct: 2776915","1607851648.931475"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- The user is in org or the email is not correct: 1687321","1607851648.931981"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- The user is in org or the email is not correct: 2766911","1607851648.932192"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-IL","	- The user is in org or the email is not correct: 1737619","1607851648.932359"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- The user is in org or the email is not correct: 2737615","1607851648.932475"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- The user is in org or the email is not correct: 1707618","1607851648.932599"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- The user is in org or the email is not correct: 1727615","1607851648.932678"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- Branch already exists: 3707614","1607851648.932758"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-DI","	- Branch already exists: 2687314","1607851648.932827"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- The user is in org or the email is not correct: 1707621","1607851648.932912"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- The user is in org or the email is not correct: 3707613","1607851648.932993"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- Branch already exists: 466739","1607851648.933071"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 2717610","1607851648.933149"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-FL","	- Branch already exists: 2707620","1607851648.933239"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 271765","1607851648.933351"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-IL","	- The user is in org or the email is not correct: 373767","1607851648.933419"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- The user is in org or the email is not correct: 369734","1607851648.933488"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- The user is in org or the email is not correct: 2806919","1607851648.933594"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-BI","	- Branch already exists: 2667312","1607851648.933663"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-GL","	- Branch already exists: 1717616","1607851648.933734"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-FL","	- The user is in org or the email is not correct: 2707617","1607851648.933801"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-IL","	- Branch already exists: 2737619","1607851648.933874"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- Branch already exists: 1727611","1607851648.933937"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-OE","	- The user is in org or the email is not correct: 179699","1607851648.934001"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 365736","1607851648.934091"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- Branch already exists: 4677317","1607851648.934152"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 372767","1607851648.934211"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 2717617","1607851648.934307"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727618","1607851648.934387"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- The user is in org or the email is not correct: 4707614","1607851648.934461"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- The user is in org or the email is not correct: 467737","1607851648.934534"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-BI","	- Branch already exists: 2667320","1607851648.934605"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- The user is in org or the email is not correct: 1657316","1607851648.934663"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-CI","	- Branch already exists: 2677322","1607851648.934724"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 365737","1607851648.93478"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- The user is in org or the email is not correct: 2806920","1607851648.934836"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 372769","1607851648.934894"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- Branch already exists: 2766916","1607851648.934963"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-CI","	- The user is in org or the email is not correct: 2677317","1607851648.935023"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- The user is in org or the email is not correct: 3727617","1607851648.935083"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- The user is in org or the email is not correct: 4687310","1607851648.93514"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- Branch already exists: 1776922","1607851648.935199"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- Branch already exists: 3677320","1607851648.935267"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- The user is in org or the email is not correct: 3677322","1607851648.935351"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- The user is in org or the email is not correct: 4667317","1607851648.935444"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- The user is in org or the email is not correct: 1727619","1607851648.935516"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- Branch already exists: 2806922","1607851648.935593"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- The user is in org or the email is not correct: 467738","1607851648.935675"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 4707616","1607851648.935749"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- Branch already exists: 1727612","1607851648.935817"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- Branch already exists: 3727612","1607851648.935881"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-BI","	- The user is in org or the email is not correct: 1667322","1607851648.935984"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- The user is in org or the email is not correct: 466738","1607851648.936058"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- The user is in org or the email is not correct: 2697316","1607851648.936118"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-BI","	- Branch already exists: 466738","1607851648.936181"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- The user is in org or the email is not correct: 2766920","1607851648.936253"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-BI","	- The user is in org or the email is not correct: 2667321","1607851648.936799"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- The user is in org or the email is not correct: 3677321","1607851648.936872"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- Branch already exists: 1727618","1607851648.936975"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 2717613","1607851648.938633"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- Branch already exists: 3677312","1607851648.938748"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-AI","	- Branch already exists: 2657322","1607851648.93886"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 365736","1607851648.939003"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-NE","	- The user is in org or the email is not correct: 1786916","1607851648.939067"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-CI","	- Branch already exists: 3677319","1607851648.93915"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-DI","	- The user is in org or the email is not correct: 1687319","1607851648.939237"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- The user is in org or the email is not correct: 468734","1607851648.939323"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-AI","	- The user is in org or the email is not correct: 1657322","1607851648.939396"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- The user is in org or the email is not correct: 1776922","1607851648.939517"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-ME","	- Branch already exists: 2776917","1607851648.939586"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- Branch already exists: 4717611","1607851648.939716"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-CI","	- The user is in org or the email is not correct: 2677314","1607851648.939825"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- The user is in org or the email is not correct: 2697319","1607851648.939929"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-GL","	- Branch already exists: 2717616","1607851648.940044"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-IL","	- The user is in org or the email is not correct: 373766","1607851648.940132"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-BI","	- Branch already exists: 1667322","1607851648.940215"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- The user is in org or the email is not correct: 4677316","1607851648.940292"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- The user is in org or the email is not correct: 276695","1607851648.940383"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 4717613","1607851648.94049"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 4717611","1607851648.940579"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-IL","	- The user is in org or the email is not correct: 1737620","1607851648.940661"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- The user is in org or the email is not correct: 2806922","1607851648.940723"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- The user is in org or the email is not correct: 1776915","1607851648.9408"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- Branch already exists: 2697321","1607851648.940882"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- Branch already exists: 470769","1607851648.940939"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 3657314","1607851648.941011"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-HL","	- The user is in org or the email is not correct: 3727613","1607851648.941127"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 3697312","1607851648.941212"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-ME","	- The user is in org or the email is not correct: 1776918","1607851648.941305"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- Branch already exists: 1727615","1607851648.941376"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-LE","	- The user is in org or the email is not correct: 2766922","1607851648.941527"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-FL","	- The user is in org or the email is not correct: 470765","1607851648.941634"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-CI","	- Branch already exists: 4677316","1607851648.941756"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- The user is in org or the email is not correct: 369733","1607851648.941868"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-EI","	- Branch already exists: 2697322","1607851648.941941"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- Branch already exists: 3697310","1607851648.942049"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-FL","	- Branch already exists: 3707619","1607851648.942119"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-GL","	- Branch already exists: 1717617","1607851648.942188"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- The user is in org or the email is not correct: 4687319","1607851648.942252"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-GL","	- The user is in org or the email is not correct: 471762","1607851648.942343"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- Branch already exists: 3657322","1607851648.942471"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-IL","	- Branch already exists: 1737617","1607851648.942576"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-T-DI","	- Branch already exists: 4687320","1607851648.94265"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-HL","	- The user is in org or the email is not correct: 1727610","1607851648.942726"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-AI","	- The user is in org or the email is not correct: 3657317","1607851648.942838"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-CI","	- Branch already exists: 2677312","1607851648.942919"
"1607851628.079133","No repo","	I'm waiting and searching main branch","1607851648.942984"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2022-B-FL","	- Branch already exists: 1707621","1607851648.943359"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2023-T-EI","	- The user is in org or the email is not correct: 369739","1607851648.943431"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-ME","	- The user is in org or the email is not correct: 2776913","1607851648.943516"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-HL","	- The user is in org or the email is not correct: 2727617","1607851648.943621"
"1607851628.079133","CastellaniDavideTest/Test14-2020-2021-B-PE","	- The user is in org or the email is not correct: 2806917","1607851648.943731"
